name,about,category_name
"FloralWhite Cargo Pants","Sit totam dolorem inventore nemo ut quae maxime consequatur illum quis excepturi sunt nobis. It is perfect for sports enthusiasts.",pants
"DarkCyan Cargo Pants","Cumque unde magni eveniet velit odit saepe qui ea non qui animi omnis aliquam veritatis ratione voluptates. It is perfect for casual wear.",pants
"Pfannerstill, Cummerata and Gerhold Ultra HD","Nam iusto rerum facere et earum corrupti hic beatae voluptatum labore recusandae. It is perfect for tech lovers.",tv
"Maroon Polo Shirt","Dolorem praesentium officia quia sunt non voluptate vitae maxime eos velit. It is perfect for sports enthusiasts.",T-shirt
"Kuhlman PLC Sneakers","Dolor qui possimus architecto adipisci inventore veritatis sed harum aut minus alias incidunt. It is perfect for daily use.",shoes
"Kovacek PLC X","Dolore atque qui non et sed tenetur facere atque voluptas vero dolorum sequi voluptate. It is perfect for daily use.",phone
"Robel, Rutherford and Klein Ultrabook","Eveniet nihil porro commodi consectetur quo repellendus voluptates laudantium totam omnis est ipsum expedita vel eius temporibus. It is perfect for professional needs.",laptop
"Runolfsdottir, White and Ritchie Ultra","Sit a voluptas molestiae autem corrupti amet dignissimos sed natus perspiciatis recusandae placeat rerum aspernatur modi qui. It is perfect for daily use.",phone
"Chocolate Cargo Pants","Rerum voluptate dolore consequatur nesciunt possimus laborum vero tempore laborum quasi facere sapiente eum et quo eaque. It is perfect for sports enthusiasts.",pants
"OrangeRed Chinos","Natus quo doloribus quia sint velit consequatur impedit vero et ullam qui molestias rerum quo labore ab veritatis voluptatem excepturi. It is perfect for tech lovers.",pants
"Purple Joggers","Minus sit incidunt et aspernatur repudiandae consectetur molestiae enim optio sint dolorem. It is perfect for tech lovers.",pants
"Borer-Hamill HDR","Voluptatem non ullam saepe ea reprehenderit sed nisi numquam vel id atque vel enim voluptas voluptatem ducimus. It is perfect for daily use.",tv
"Rogahn, Orn and Hickle Mini","Facere veritatis qui maxime mollitia eos iusto sed doloribus iste placeat ut sunt accusantium voluptatem sit suscipit. It is perfect for casual wear.",phone
"Orchid Sport Tee","Minus maiores saepe natus modi omnis dolor maiores eos pariatur dolorem delectus vel velit dolores ad. It is perfect for professional needs.",T-shirt
"DarkSlateGray Sport Tee","Excepturi suscipit culpa dolor omnis nobis facilis eveniet voluptatem itaque dolores ea ipsum quod. It is perfect for tech lovers.",T-shirt
"Anderson LLC Notebook","Quibusdam fugiat eos et enim magnam deleniti vero inventore ex qui consequuntur voluptates et aliquam alias. It is perfect for tech lovers.",laptop
"Jacobi and Sons Ultrabook","Vel eligendi quo et dolores in excepturi accusamus officiis voluptas quidem itaque quo facere voluptatum officia sunt et magni modi. It is perfect for tech lovers.",laptop
"Feil, Breitenberg and Dicki QLED","Fugit adipisci eius sunt occaecati consequatur voluptas consequatur quo voluptas nemo qui dolores. It is perfect for casual wear.",tv
"Hamill, McCullough and Leannon Pro","Deleniti ut laudantium adipisci exercitationem doloribus autem eligendi debitis dolorem veniam a incidunt beatae maiores hic hic optio. It is perfect for sports enthusiasts.",phone
"SlateBlue Jeans","Suscipit quos laudantium ex qui et sed neque ducimus a consectetur. It is perfect for casual wear.",pants
"Halvorson-Lueilwitz X","Placeat tempore autem et odit repudiandae hic expedita neque natus maxime minus nihil ducimus sint sint aliquam natus. It is perfect for tech lovers.",phone
"MediumSpringGreen Sport Tee","Optio cumque dolor veniam ratione officia minus omnis voluptatem ullam. It is perfect for sports enthusiasts.",T-shirt
"Cormier Group Ultra","Laboriosam nam quasi sit pariatur consequatur porro et sapiente officia quia aut nemo nulla illo dignissimos in. It is perfect for sports enthusiasts.",phone
"McCullough-Kautzer Boots","Voluptas et perferendis voluptatem et vel est voluptates odio aut odio ipsa. It is perfect for sports enthusiasts.",shoes
"DarkOliveGreen Cargo Pants","Labore est illum itaque ad voluptatem architecto totam ratione eveniet repellat qui excepturi. It is perfect for daily use.",pants
"Blanda LLC X","Eveniet autem ut et ipsam et amet recusandae natus deserunt dolores voluptatem. It is perfect for daily use.",phone
"Cyan Sport Tee","Ea molestiae iusto quasi corrupti dolores ut sed consequatur voluptas magni fuga odit laboriosam nulla consequatur velit quia voluptate cupiditate. It is perfect for daily use.",T-shirt
"Buckridge-Kris HDR","Neque necessitatibus est rem ut voluptatum consequatur et et ad qui. It is perfect for daily use.",tv
"Gerhold, Parisian and Brown Pro","Hic qui unde quasi dolor officia veritatis ut hic esse eos quia ea. It is perfect for casual wear.",phone
"Cremin, Swaniawski and Leannon Notebook","Ducimus veritatis repudiandae debitis dolores aliquid minima eaque vitae quod asperiores debitis cum nesciunt aliquam. It is perfect for tech lovers.",laptop
"MidnightBlue Cotton Tee","Dolorum amet eos perspiciatis qui quia aut facere modi voluptatem officia tenetur. It is perfect for tech lovers.",T-shirt
"Kling and Sons HDR","Suscipit optio libero exercitationem numquam ut itaque laborum aut aut sed ducimus aliquam. It is perfect for sports enthusiasts.",tv
"Kreiger and Sons Ultra","At quam voluptatem ut in cupiditate et nemo id voluptatem quia repellendus qui non molestiae nihil sed nesciunt. It is perfect for daily use.",phone
"DarkMagenta V-neck","Voluptate animi suscipit sed consequuntur ad et quo ea quod aut et quo perspiciatis repudiandae ipsa delectus voluptate sed rerum. It is perfect for sports enthusiasts.",T-shirt
"Langosh-Schmitt HDR","Non eum a qui autem accusamus enim cum vero modi sunt aut et quisquam non sequi molestias dolores recusandae. It is perfect for tech lovers.",tv
"Schultz LLC Running Shoes","Perspiciatis recusandae quod dolorem praesentium cum numquam vel eos magni rem amet debitis possimus nulla blanditiis ut officia. It is perfect for daily use.",shoes
"GreenYellow Polo Shirt","Facere vel ea iure maiores temporibus porro esse dicta sed est voluptatibus. It is perfect for professional needs.",T-shirt
"DarkBlue Polo Shirt","Quo eos impedit voluptate sit eum sed cupiditate et ratione pariatur et id aliquid qui eligendi id dolorem unde. It is perfect for casual wear.",T-shirt
"Azure Cargo Pants","Necessitatibus voluptatum ipsam laboriosam officiis optio iusto exercitationem quae qui qui nihil eveniet aut rem fugiat. It is perfect for daily use.",pants
"Olive Cotton Tee","Aliquid est est eveniet omnis doloremque debitis ullam accusantium error reiciendis omnis omnis hic voluptate quaerat impedit corporis sunt dolor qui. It is perfect for daily use.",T-shirt
"Boyer, Witting and Hansen Sneakers","Veritatis occaecati eos dolorem ratione voluptatem laborum deserunt earum saepe ea saepe possimus id ipsam nulla tempore eligendi veritatis quibusdam. It is perfect for professional needs.",shoes
"Witting, Schimmel and Kunde Notebook","Quia dolorem qui doloremque nobis ea sequi quibusdam est repudiandae est velit ea et mollitia consectetur. It is perfect for daily use.",laptop
"Hermann, Rohan and Howe Pro","Aliquid dolorem vel velit qui vitae et eius excepturi modi. It is perfect for sports enthusiasts.",phone
"DarkGreen Joggers","Ut earum nostrum quam vel est rem accusamus et distinctio qui minus voluptatem nam aut ipsam. It is perfect for daily use.",pants
"Quigley-Muller Notebook","Qui cum minus est illo autem vel tempore dolore expedita. It is perfect for sports enthusiasts.",laptop
"MediumTurquoise Cargo Pants","Rerum occaecati qui qui consequatur cum provident exercitationem laborum labore voluptates veritatis error. It is perfect for tech lovers.",pants
"DeepSkyBlue Cargo Pants","Est architecto delectus ut consequatur eum magnam doloremque perspiciatis soluta. It is perfect for casual wear.",pants
"Schoen-Gerhold Boots","Voluptas sint et qui ipsum natus amet beatae voluptatem laboriosam inventore porro commodi occaecati dignissimos. It is perfect for sports enthusiasts.",shoes
"Fay, Watsica and Gulgowski Sneakers","Voluptatibus et velit deleniti temporibus vero porro voluptas exercitationem sit assumenda est ratione consequatur laudantium est a. It is perfect for professional needs.",shoes
"Reilly-Kohler Gaming Laptop","Laboriosam ut consequatur dolorem dolor placeat voluptas ipsum voluptas quia. It is perfect for tech lovers.",laptop
"DarkMagenta Chinos","Consequatur at optio ad natus quos voluptas sit quia et a. It is perfect for casual wear.",pants
"Powlowski Group X","Vero mollitia autem modi quo ut cupiditate nemo repellendus dignissimos id exercitationem. It is perfect for casual wear.",phone
"Dach Inc Ultra HD","Tenetur quia explicabo omnis officiis sint exercitationem voluptate hic fugiat debitis in. It is perfect for sports enthusiasts.",tv
"Green Group ProBook","Iure maiores dolorem velit dolores consectetur modi quo sunt eos possimus architecto impedit qui. It is perfect for tech lovers.",laptop
"Torp, Ruecker and Barrows Sneakers","Velit vitae unde modi quas voluptatibus necessitatibus est explicabo molestias qui adipisci a dolorum aut rerum non architecto. It is perfect for tech lovers.",shoes
"PaleGreen Jeans","Eius qui eos saepe exercitationem aliquam voluptas esse vero dignissimos ut delectus ipsum et voluptate fugiat aut veniam. It is perfect for professional needs.",pants
"DarkRed Jeans","Nisi et deleniti pariatur consequatur sit est et et possimus accusantium aut expedita eos et qui natus id at hic asperiores. It is perfect for casual wear.",pants
"Treutel-Fahey Mini","Nesciunt sapiente reprehenderit sint consequatur deserunt rerum asperiores est nam aut. It is perfect for sports enthusiasts.",phone
"Green Polo Shirt","Reiciendis et eligendi unde aut magni autem vero maxime repellendus nisi et nihil rerum. It is perfect for casual wear.",T-shirt
"OrangeRed Joggers","Exercitationem fugit ut assumenda minus tenetur ratione minima dolores quia ad est modi dolor natus officia ea aspernatur molestiae et recusandae. It is perfect for daily use.",pants
"DarkSalmon Cargo Pants","Officia autem nesciunt itaque nam qui officia aut quasi dolor ad aspernatur veniam. It is perfect for daily use.",pants
"Metz LLC Ultrabook","Voluptatibus reprehenderit vel blanditiis unde sapiente dolorem alias voluptas voluptatem quis omnis magnam ex iusto iusto provident est et sint. It is perfect for daily use.",laptop
"Lesch-Mayert Sandals","Dolore unde qui recusandae commodi nemo fugit maiores ullam deserunt laudantium ea rerum. It is perfect for professional needs.",shoes
"DodgerBlue Cotton Tee","Ratione occaecati ullam non illo quia aliquid doloremque et suscipit ea omnis placeat mollitia molestias nesciunt voluptatibus necessitatibus incidunt. It is perfect for sports enthusiasts.",T-shirt
"LightSalmon V-neck","Eius et ducimus ullam quod aut consequuntur voluptate eos et ea neque et minima deleniti aliquid quasi magnam enim. It is perfect for sports enthusiasts.",T-shirt
"MediumPurple Cotton Tee","Impedit voluptatem veritatis ratione necessitatibus officia natus delectus ab eos magnam aut labore rerum blanditiis voluptatum. It is perfect for daily use.",T-shirt
"PaleTurquoise V-neck","Voluptas quas esse hic asperiores neque ducimus excepturi asperiores placeat quam consequuntur dolor rem cum autem facilis eum. It is perfect for tech lovers.",T-shirt
"Marvin, Funk and Braun Notebook","Voluptates eum beatae sit qui et corporis cupiditate laudantium ea quis non voluptas dignissimos voluptatem aspernatur itaque dicta unde temporibus eum. It is perfect for tech lovers.",laptop
"King LLC Boots","Enim facere aspernatur aut rerum architecto iusto sunt qui distinctio sint dolor veritatis vel occaecati eveniet iste. It is perfect for tech lovers.",shoes
"DarkSlateBlue Cargo Pants","Cumque nihil repellendus ab non exercitationem facere provident beatae ratione eos molestiae consequuntur ab recusandae. It is perfect for professional needs.",pants
"Leffler-Jast Ultrabook","Architecto ratione iure ab recusandae doloribus eum corrupti qui tempore et odit odio. It is perfect for sports enthusiasts.",laptop
"Black Polo Shirt","Deleniti minima explicabo aliquam voluptatem natus voluptas consectetur officiis quaerat pariatur quia officia blanditiis qui. It is perfect for daily use.",T-shirt
"Monahan Group 4K OLED","Ea vel porro voluptas voluptate facilis commodi nobis officiis minus sint deserunt qui qui magni consequatur neque. It is perfect for professional needs.",tv
"Thistle Jeans","Ut qui illo ipsa nesciunt eaque amet officiis velit similique cupiditate labore in enim porro et quidem. It is perfect for professional needs.",pants
"RoyalBlue Sport Tee","Dolore aperiam nisi temporibus cupiditate quos dolore libero odio et officia. It is perfect for casual wear.",T-shirt
"Mayer Ltd Ultra HD","Vitae quaerat necessitatibus facilis est est velit exercitationem nihil distinctio voluptatum repellat reprehenderit aliquid vel ducimus possimus expedita voluptatibus soluta quos. It is perfect for professional needs.",tv
"HoneyDew Sport Tee","Rerum totam quas voluptatibus esse unde aut repellendus qui eos ducimus officiis natus at rerum eum molestias qui cum voluptatibus. It is perfect for professional needs.",T-shirt
"Keebler, Leffler and Barton Notebook","Ratione quam similique fugiat rem iure cumque aut magnam adipisci nulla qui iusto accusantium. It is perfect for casual wear.",laptop
"Schultz, Stoltenberg and Cormier Gaming Laptop","Molestias aut possimus et animi eum velit ea sint quia aperiam quibusdam. It is perfect for professional needs.",laptop
"Steuber Inc Gaming Laptop","Aliquid modi eius error voluptatem autem quis placeat vel qui velit odit aut enim delectus. It is perfect for professional needs.",laptop
"Mertz, Veum and Feest Pro","Esse quasi quaerat rem ad exercitationem minima molestiae vel eligendi occaecati ut alias quia. It is perfect for tech lovers.",phone
"Price-Abernathy Ultra","Assumenda praesentium animi facere ipsa consequatur tempora error qui voluptas quia vitae vel quis aperiam qui. It is perfect for tech lovers.",phone
